nwikiproject,start_ts,end_ts,tcount
6,1242548429,1250324429,32
6,1250324429,1258100429,33
6,1258100429,1265876429,34
6,1265876429,1273652429,35
6,1273652429,1281428429,36
6,1281428429,1289204429,37
6,1289204429,1296980429,38
6,1296980429,1304756429,39
6,1304756429,1312532429,40
6,1312532429,1320308429,41
6,1320308429,1328084429,42
6,1328084429,1335860429,43
6,1335860429,1343636429,44
6,1343636429,1351412429,45
6,1351412429,1359188429,46
6,1359188429,1366964429,47
6,1366964429,1374740429,48
6,1374740429,1382516429,49
6,1382516429,1390292429,50
6,1390292429,1398068429,51
6,1398068429,1405844429,52
6,1405844429,1413620429,53
6,1413620429,1421396429,54
6,1421396429,1429172429,55
6,1429172429,1433341432,56
7,1001492429,1009268429,1
7,1009268429,1017044429,2
7,1017044429,1024820429,3
7,1024820429,1032596429,4
7,1032596429,1040372429,5
7,1040372429,1048148429,6
7,1048148429,1055924429,7
7,1055924429,1063700429,8
7,1063700429,1071476429,9
7,1071476429,1079252429,10
7,1079252429,1087028429,11
7,1087028429,1094804429,12
7,1094804429,1102580429,13
7,1102580429,1110356429,14
7,1110356429,1118132429,15
7,1118132429,1125908429,16
7,1125908429,1133684429,17
7,1133684429,1141460429,18
7,1141460429,1149236429,19
7,1149236429,1157012429,20
7,1157012429,1164788429,21
7,1164788429,1172564429,22
7,1172564429,1180340429,23
7,1180340429,1188116429,24
7,1188116429,1195892429,25
7,1195892429,1203668429,26
7,1203668429,1211444429,27
7,1211444429,1219220429,28
7,1219220429,1226996429,29
7,1226996429,1234772429,30
7,1234772429,1242548429,31
7,1242548429,1250324429,32
7,1250324429,1258100429,33
7,1258100429,1265876429,34
7,1265876429,1273652429,35
7,1273652429,1281428429,36
7,1281428429,1289204429,37
7,1289204429,1296980429,38
7,1296980429,1304756429,39
7,1304756429,1312532429,40
7,1312532429,1320308429,41
7,1320308429,1328084429,42
7,1328084429,1335860429,43
7,1335860429,1343636429,44
7,1343636429,1351412429,45
7,1351412429,1359188429,46
7,1359188429,1366964429,47
7,1366964429,1374740429,48
7,1374740429,1382516429,49
7,1382516429,1390292429,50
7,1390292429,1398068429,51
7,1398068429,1405844429,52
7,1405844429,1413620429,53
7,1413620429,1421396429,54
7,1421396429,1429172429,55
7,1429172429,1433341432,56
8,1001492429,1009268429,1
8,1009268429,1017044429,2
8,1017044429,1024820429,3
8,1024820429,1032596429,4
8,1032596429,1040372429,5
8,1040372429,1048148429,6
8,1048148429,1055924429,7
8,1055924429,1063700429,8
8,1063700429,1071476429,9
8,1071476429,1079252429,10
8,1079252429,1087028429,11
8,1087028429,1094804429,12
8,1094804429,1102580429,13
8,1102580429,1110356429,14
8,1110356429,1118132429,15
8,1118132429,1125908429,16
8,1125908429,1133684429,17
8,1133684429,1141460429,18
8,1141460429,1149236429,19
8,1149236429,1157012429,20
8,1157012429,1164788429,21
8,1164788429,1172564429,22
8,1172564429,1180340429,23
8,1180340429,1188116429,24
8,1188116429,1195892429,25
8,1195892429,1203668429,26
8,1203668429,1211444429,27
8,1211444429,1219220429,28
8,1219220429,1226996429,29
8,1226996429,1234772429,30
8,1234772429,1242548429,31
8,1242548429,1250324429,32
8,1250324429,1258100429,33
8,1258100429,1265876429,34
8,1265876429,1273652429,35
8,1273652429,1281428429,36
8,1281428429,1289204429,37
8,1289204429,1296980429,38
