nwikiproject,start_ts,end_ts,tcount
32,1234772429,1250324429,16
32,1250324429,1265876429,17
32,1265876429,1281428429,18
32,1281428429,1296980429,19
32,1296980429,1312532429,20
32,1312532429,1328084429,21
32,1328084429,1343636429,22
32,1343636429,1359188429,23
32,1359188429,1374740429,24
32,1374740429,1390292429,25
32,1390292429,1405844429,26
32,1405844429,1421396429,27
32,1421396429,1433341432,28
33,1001492429,1017044429,1
33,1017044429,1032596429,2
33,1032596429,1048148429,3
33,1048148429,1063700429,4
33,1063700429,1079252429,5
33,1079252429,1094804429,6
33,1094804429,1110356429,7
33,1110356429,1125908429,8
33,1125908429,1141460429,9
33,1141460429,1157012429,10
33,1157012429,1172564429,11
33,1172564429,1188116429,12
33,1188116429,1203668429,13
33,1203668429,1219220429,14
33,1219220429,1234772429,15
33,1234772429,1250324429,16
33,1250324429,1265876429,17
33,1265876429,1281428429,18
33,1281428429,1296980429,19
33,1296980429,1312532429,20
33,1312532429,1328084429,21
33,1328084429,1343636429,22
33,1343636429,1359188429,23
33,1359188429,1374740429,24
33,1374740429,1390292429,25
33,1390292429,1405844429,26
33,1405844429,1421396429,27
33,1421396429,1433341432,28
34,1001492429,1017044429,1
34,1017044429,1032596429,2
34,1032596429,1048148429,3
34,1048148429,1063700429,4
34,1063700429,1079252429,5
34,1079252429,1094804429,6
34,1094804429,1110356429,7
34,1110356429,1125908429,8
34,1125908429,1141460429,9
34,1141460429,1157012429,10
34,1157012429,1172564429,11
34,1172564429,1188116429,12
34,1188116429,1203668429,13
34,1203668429,1219220429,14
34,1219220429,1234772429,15
34,1234772429,1250324429,16
34,1250324429,1265876429,17
34,1265876429,1281428429,18
34,1281428429,1296980429,19
34,1296980429,1312532429,20
34,1312532429,1328084429,21
34,1328084429,1343636429,22
34,1343636429,1359188429,23
34,1359188429,1374740429,24
34,1374740429,1390292429,25
34,1390292429,1405844429,26
34,1405844429,1421396429,27
34,1421396429,1433341432,28
35,1001492429,1017044429,1
35,1017044429,1032596429,2
35,1032596429,1048148429,3
35,1048148429,1063700429,4
35,1063700429,1079252429,5
35,1079252429,1094804429,6
35,1094804429,1110356429,7
35,1110356429,1125908429,8
35,1125908429,1141460429,9
